id;source;name;neighbourhood_group_cleansed;property_type;room_type;accommodates;bathrooms;bedrooms;beds;price
928640372725645159;city scrape;Habitacion acogedora.;QUATRE CARRERES;Private room in rental unit;Private room;1;0.5;1;1;40
928724082669553453;city scrape;Beautiful flat near the Plaza Redonda;CIUTAT VELLA;Entire rental unit;Entire home/apt;2;1;1;1;96
928727701915762190;city scrape;Charming studio in the old town of Valencia;CIUTAT VELLA;Entire rental unit;Entire home/apt;2;1;1;1;93
928759495117759590;city scrape;Duplex/ático con terraza privada (para 2 personas);CIUTAT VELLA;Entire rental unit;Entire home/apt;2;2.5;1;2;95
928824399071753332;city scrape;estudio en automiento;CIUTAT VELLA;Entire rental unit;Entire home/apt;2;1;1;1;83
928900220325259485;city scrape;Apartamento en Blasco Ibáñez;ALGIROS;Entire rental unit;Entire home/apt;6;1;3;4;106
928944020524663407;city scrape;Cabanyal Room 2 - Small & Stylish by the Beach;POBLATS MARITIMS;Entire rental unit;Entire home/apt;4;1;1;2;100
928957185066490189;city scrape;Cabanyal Room 3 - Small & Stylish by the Beach;POBLATS MARITIMS;Entire rental unit;Entire home/apt;4;1;1;2;100
928970580419424772;city scrape;próximo centro;RASCANYA;Private room in rental unit;Private room;2;2;1;1;50
928996823243605088;city scrape;Cozy loft in the city center;L'EIXAMPLE;Entire home;Entire home/apt;2;1;1;1;195
929030908906052324;city scrape;Cabanyal Room 4 - New & Stylish by the Beach;POBLATS MARITIMS;Entire rental unit;Entire home/apt;4;1;1;2;96
929035089313346569;city scrape;Cabanyal Room 5 - New & Stylish by the Beach;POBLATS MARITIMS;Entire rental unit;Entire home/apt;4;1;1;2;96
929060818985526642;city scrape;Dormitorio Grande centro y wifi;CIUTAT VELLA;Private room in rental unit;Private room;2;1;1;1;96
929563864881744973;city scrape;Surf penthouse double room;CAMINS AL GRAU;Private room in rental unit;Private room;2;1;1;1;57
929566082249089454;city scrape;Negrito Flat;CIUTAT VELLA;Entire rental unit;Entire home/apt;6;2;3;3;173
929592310002288494;city scrape;New! City of Sciences modern duplex w/ pool, wi-fi;QUATRE CARRERES;Entire rental unit;Entire home/apt;4;2;2;2;128
929666202507120423;city scrape;GuestReady - Cozy place in the heart of Valencia;CIUTAT VELLA;Entire rental unit;Entire home/apt;5;1;3;3;88
930091417336192323;city scrape;GuestReady - El Cabanyal stay near the beach;POBLATS MARITIMS;Entire rental unit;Entire home/apt;4;1;3;3;77
930256395992759601;city scrape;Almar Collection Belmar 2 with terrace.;EXTRAMURS;Entire rental unit;Entire home/apt;5;2;2;3;157
930331566237160631;city scrape;Hab. en Ciudad de las Ciencias;QUATRE CARRERES;Private room in rental unit;Private room;2;1;1;1;53
930926461150554037;city scrape;Precioso ático en Ayuntamiento;CIUTAT VELLA;Entire rental unit;Entire home/apt;4;1;2;4;165
931003865070128258;city scrape;Habitación individual en Ayora Metro!;POBLATS MARITIMS;Private room in rental unit;Private room;1;1;1;1;45
931014731333751127;city scrape;Terraza en la Ciudad de las Ciencias;QUATRE CARRERES;Private room in rental unit;Private room;1;1;1;1;44
931042374680252834;city scrape;Habitación en Valencia;ALGIROS;Private room in rental unit;Private room;2;1.5;1;1;40
931192669285055950;city scrape;Canela;LA SAIDIA;Shared room in rental unit;Shared room;2;1;1;1;75
931255016876977503;city scrape;Irrésistible LOFT ARTY à 5 min de Ruzafa;QUATRE CARRERES;Entire loft;Entire home/apt;5;1;3;3;87
932016507470028865;city scrape;Dulce hogar! Como en tu casa !;RASCANYA;Private room in rental unit;Private room;1;1.5;1;1;30
932273677268631716;city scrape;Habitación a Valencia;QUATRE CARRERES;Private room in rental unit;Private room;1;1;1;1;38
932281742734471355;city scrape;Apartment  Ruzafa Market;L'EIXAMPLE;Entire rental unit;Entire home/apt;3;1;1;1;65
932329975225961541;city scrape;Valencia  Relax & Work;CAMINS AL GRAU;Entire rental unit;Entire home/apt;4;1;1;3;120
932339791734610385;city scrape;Superbe LOFT spacieux à 5 min de Ruzafa;QUATRE CARRERES;Entire home;Entire home/apt;4;1;1;2;84
932369971512618003;city scrape;Habitación y baño en Valencia;CAMINS AL GRAU;Private room in rental unit;Private room;1;1;1;1;43
932382114214223958;city scrape;Stylish & cozy in Cabanyal area -Monthly Rental;ALGIROS;Entire rental unit;Entire home/apt;4;1;2;3;105
932501453327757591;city scrape;Habitación doble, terraza amplia;CAMINS AL GRAU;Private room in condo;Private room;2;1;1;1;51
932531460571728273;city scrape;Cozy room in the city center;EXTRAMURS;Private room in rental unit;Private room;2;1;1;1;32
932537139164522139;city scrape;Habitación Valencia- Mestalla;EL PLA DEL REAL;Private room in rental unit;Private room;2;0.5;1;1;45
933073054106522492;city scrape;LA 5.1 habitacion privada doble;QUATRE CARRERES;Private room in rental unit;Private room;2;1;1;1;37
933097129563771256;city scrape;LA 5.2 Habitacion privada doble;QUATRE CARRERES;Private room in condo;Private room;2;1;1;1;37
933107099681407648;city scrape;LA 6.1 Habitacion privada doble;QUATRE CARRERES;Private room in rental unit;Private room;2;1;1;1;37
933114081132427212;city scrape;LA 6.2 Habitacion privada doble;QUATRE CARRERES;Private room in rental unit;Private room;2;1;1;1;37
933132517102885738;city scrape;LA 7.1 Habitacion privada doble;QUATRE CARRERES;Private room in rental unit;Private room;2;1;1;1;37
933135070864280688;city scrape;Квартира у фонтана;LA SAIDIA;Entire rental unit;Entire home/apt;5;1;4;5;95
933138301757483614;city scrape;LA 7.2 Habitacion privada doble;QUATRE CARRERES;Private room in rental unit;Private room;2;1;1;1;37
933164823541998063;city scrape;LA 8.2 Habitacion privada doble;QUATRE CARRERES;Private room in rental unit;Private room;2;1;1;1;37
933190343827322471;city scrape;Anelsa Torres de Serranos 1;LA SAIDIA;Entire rental unit;Entire home/apt;2;1;1;1;108
933236035961400676;city scrape;LA E2 estudio privado;QUATRE CARRERES;Entire rental unit;Entire home/apt;2;1;1;1;51
933244112187383901;city scrape;LA E4 estudio privado;QUATRE CARRERES;Entire rental unit;Entire home/apt;2;1;1;1;51
933252125395091561;city scrape;LA E3 estudio privado;QUATRE CARRERES;Entire rental unit;Entire home/apt;2;1;1;1;51
933280130246498674;city scrape;L3 Estudio lujo Centro Valencia.;CIUTAT VELLA;Entire rental unit;Entire home/apt;1;1;1;1;66
933294937474060234;city scrape;L4 Estudio lujo Centro Valencia;CIUTAT VELLA;Entire rental unit;Entire home/apt;1;1;1;1;66
933302800124116617;city scrape;Habitación individual 2;POBLATS MARITIMS;Private room in rental unit;Private room;1;2;3;2;52
933360380383165998;city scrape;Cabanyal sunny beach  A/C 250 mt de la playa;POBLATS MARITIMS;Entire home;Entire home/apt;6;1;0;4;150
933385516867765128;city scrape;Lindo loft  A, enValencia capital;JESUS;Entire rental unit;Entire home/apt;3;1;1;2;67
933417004682164891;city scrape;Lindo loft  B, en Valencia capital;JESUS;Entire loft;Entire home/apt;3;1;1;2;69
933431593209753261;city scrape;Unique Estudio 3 (28 m²);ALGIROS;Entire rental unit;Entire home/apt;2;1;1;1;101
933432326912486084;city scrape;Unique Estudio 1 (24 m²);ALGIROS;Private room in rental unit;Private room;2;1;1;1;103
933473463019597590;city scrape;habitación céntrica con aire acondicionado portati;JESUS;Private room in rental unit;Private room;2;1;1;1;30
933673009440239444;city scrape;Encantador y moderno en centro.;CIUTAT VELLA;Entire rental unit;Entire home/apt;8;2;6;6;150
933678760160940569;city scrape;En el centro de la ciudad.;CIUTAT VELLA;Entire rental unit;Entire home/apt;10;2;7;7;175
933809064518970927;city scrape;Amplio apartamento con garaje;RASCANYA;Entire rental unit;Entire home/apt;5;1.5;3;3;99
933941601141766926;city scrape;Une chambre (centre valencia);LA SAIDIA;Private room in bed and breakfast;Private room;1;1;1;1;50
933942376816929526;city scrape;Preciosa habitación matrimonial;JESUS;Private room in rental unit;Private room;2;1;0;1;50
933954964680854881;city scrape;Alojamiento muy bien ubicado! céntrico con ascenso;BENICALAP;Entire rental unit;Entire home/apt;2;1;1;1;73
934056749987203971;city scrape;Loft con encanto centro Valencia;CIUTAT VELLA;Entire rental unit;Entire home/apt;4;1;1;1;100
934066017836522401;city scrape;Casa 2 alturas Playa Malvarrosa;POBLATS MARITIMS;Casa particular;Entire home/apt;8;2;5;5;240
934140864562117126;city scrape;azul marino;ALGIROS;Private room in guesthouse;Private room;2;1;1;1;29
934202022044426224;city scrape;Penthouse Luxe | Center | ChillOut | Barbecue;CIUTAT VELLA;Entire rental unit;Entire home/apt;4;2;2;2;315
934209278790712839;city scrape;Habitación por el Jardín Turia;EXTRAMURS;Private room in rental unit;Private room;2;1;1;1;55
934556587966957943;city scrape;Quédate con María. Habitación en Playa Malvarrosa.;POBLATS MARITIMS;Private room in rental unit;Private room;1;1;1;1;45
934651268792662069;city scrape;Apartamento junto a la playa de Valencia;POBLATS MARITIMS;Entire rental unit;Entire home/apt;6;2;2;3;131
934770815992454033;city scrape;New! Spectacular Ruzafa loft with terrace and wifi;L'EIXAMPLE;Entire rental unit;Entire home/apt;5;1;2;0;124
935199011220356343;city scrape;6 pax y más, AC, Wifi, Ciudad Artes y Ciencias;QUATRE CARRERES;Entire rental unit;Entire home/apt;6;2;2;9;214
935229470012721749;city scrape;Habitación en Ciutat de les Arts i les Ciències;QUATRE CARRERES;Private room in home;Private room;1;1;1;1;40
935241649200618172;city scrape;Más céntrico imposible!;CIUTAT VELLA;Private room in rental unit;Private room;2;1;1;1;88
935263750718092310;city scrape;! Joya en el Mercado Central !;CIUTAT VELLA;Entire rental unit;Entire home/apt;2;2;1;1;166
935312538627141204;city scrape;Piso en la Plaza de España Sin Ascensor.;EXTRAMURS;Entire rental unit;Entire home/apt;3;1;2;2;70
935430654450290090;city scrape;Lovely room in apartment in Valencia city center!;L'EIXAMPLE;Private room in rental unit;Private room;1;3;1;5;100
935459924950385245;city scrape;Arenas Season Apartament;POBLATS MARITIMS;Entire rental unit;Entire home/apt;5;1;3;4;74
935525565651978945;city scrape;Unique Estudio 2 (25 m²);ALGIROS;Entire rental unit;Entire home/apt;2;1;1;1;98
935566084178112144;city scrape;Acogedor Piso en Joaquín Sorolla;JESUS;Entire rental unit;Entire home/apt;2;1;0;1;89
935568366269694285;city scrape;"1 ""Rest in Your Room in Valencia - Airbnb""";ALGIROS;Private room in rental unit;Private room;1;1;1;1;30
935626593028665259;city scrape;Habitación individual-playa con ventilador;CAMINS AL GRAU;Private room in rental unit;Private room;1;1;1;1;36
935954217806458848;city scrape;Habitación grande - playa con aire acondicionado;CAMINS AL GRAU;Private room in rental unit;Private room;3;1;1;1;54
935987118417253333;city scrape;LOFT élégant, quartier authentique;EXTRAMURS;Entire rental unit;Entire home/apt;3;1;1;1;83
936058634473949942;city scrape;Bright and stylish. Viveros area. Monthly rent;LA SAIDIA;Entire rental unit;Entire home/apt;4;2;3;3;114
936093212262712229;city scrape;Valencia . Centro . Mejor ubicacion . AVE;EXTRAMURS;Private room in rental unit;Private room;2;1;1;1;63
936164717358402707;city scrape;Habitación cómoda.;RASCANYA;Private room in rental unit;Private room;2;1;1;1;40
936308639308229752;city scrape;Large furnished room with bathroom per month.;POBLATS MARITIMS;Private room in bed and breakfast;Private room;1;1;1;1;50
936548304799700437;city scrape;Habitacion Doble (baño privado);POBLATS MARITIMS;Room in hotel;Private room;2;1;1;1;111
936778999802907723;city scrape;Precioso apartamento Brull 88;POBLATS MARITIMS;Entire rental unit;Entire home/apt;4;2;3;3;128
937050561282098739;city scrape;Furnished room with balcony per month.;POBLATS MARITIMS;Private room in bed and breakfast;Private room;1;1;1;1;50
937058993815174626;city scrape;Private en-suite room in Cabañal;POBLATS MARITIMS;Private room in home;Private room;2;1;1;1;69
937443985979966147;city scrape;habitación amplia y cómoda;BENICALAP;Private room in rental unit;Private room;1;1;1;1;25
937480528007170175;city scrape;Refurbished flat close to the Plaza Redonda;CIUTAT VELLA;Entire rental unit;Entire home/apt;2;1;1;1;98
937509387343255225;city scrape;Apartamento cerca de la playa;POBLATS MARITIMS;Private room in rental unit;Private room;2;1;1;1;69
937523840661511259;city scrape;Habitación hermosa y privada.;EXTRAMURS;Private room in rental unit;Private room;2;1;1;1;73
937570477608692314;city scrape;Whole house near the beach (not sharing);POBLATS MARITIMS;Private room in home;Private room;2;1;1;1;91
937651839438447986;city scrape;¡Quédate a 3 minutos del mar!;POBLATS MARITIMS;Entire rental unit;Entire home/apt;6;1;3;4;136
937710330049902280;city scrape;Habitacion serca playa;RASCANYA;Private room in rental unit;Private room;2;1;1;2;37
937727737623712762;city scrape;Vivienda junto a la playa;POBLATS MARITIMS;Entire rental unit;Entire home/apt;4;2;3;3;120
938044678886456669;city scrape;Ático en el centro;EXTRAMURS;Entire rental unit;Entire home/apt;4;1;1;3;100
938098526516740697;city scrape;Victoria Inn Apartment;QUATRE CARRERES;Entire rental unit;Entire home/apt;4;1;1;1;145
938110941050052733;city scrape;Loft cerca de la playa;POBLATS MARITIMS;Entire rental unit;Entire home/apt;3;1;1;2;72
938122910773370787;city scrape;Luxury apartment in El Carmen;CIUTAT VELLA;Entire rental unit;Entire home/apt;2;1;1;1;79
938171554036156106;city scrape;Lindo loft C, en  Valencia capital;JESUS;Entire rental unit;Entire home/apt;3;1;1;1;72
938181169671492990;city scrape;The Bohemian Beach House;POBLATS MARITIMS;Entire home;Entire home/apt;4;1;1;2;136
938252494809257380;city scrape;Habitación confortable y con ventilador;CAMINS AL GRAU;Private room in rental unit;Private room;1;1;1;1;38
938258099647047197;city scrape;Mamma Mia! -THE HOUSE-;POBLATS MARITIMS;Entire condo;Entire home/apt;4;1;2;2;115
938273823599675799;city scrape;Lindo loft  D, en Valencia capital;JESUS;Entire rental unit;Entire home/apt;3;1;1;2;72
938371553513620674;city scrape;Charming beach apartment;POBLATS MARITIMS;Entire rental unit;Entire home/apt;2;1;1;1;110
938377312774294808;city scrape;Habitación cerca a la playa;QUATRE CARRERES;Private room in rental unit;Private room;2;1;1;1;35
938377892712900282;city scrape;Cama doble;JESUS;Private room in rental unit;Private room;2;1;1;1;60
938794458000955134;city scrape;Historical loft next to Ruzafa;QUATRE CARRERES;Entire home;Entire home/apt;2;1;1;1;136
938802183110893850;city scrape;Lujo y Confort para Estancias de Temporada.;QUATRE CARRERES;Entire rental unit;Entire home/apt;8;2;3;6;149
938926325115421798;city scrape;2 Bd 2 Bath Partial Ocean View;POBLATS MARITIMS;Entire rental unit;Entire home/apt;4;2;2;3;75
939028373260453079;city scrape;Apartamento con piscina en medio del bosque;POBLATS DEL SUD;Entire rental unit;Entire home/apt;2;1;1;1;80
939205395929250629;city scrape;Apartamento completo en  Ruzafa;QUATRE CARRERES;Entire rental unit;Entire home/apt;2;1;1;1;72
939225858495134701;city scrape;Habitación cómoda con terraza;BENIMACLET;Private room in home;Private room;3;1.5;1;2;60
939280464233192203;city scrape;Apartment  Ruzafa Market;L'EIXAMPLE;Entire rental unit;Entire home/apt;2;0;1;1;67
939284684544654589;city scrape;Apartment  Ruzafa Market;L'EIXAMPLE;Entire rental unit;Entire home/apt;2;1;1;1;76
939689738912346240;city scrape;New and Modern Apt. with Comfy Beds;LA SAIDIA;Entire rental unit;Entire home/apt;6;2;2;3;166
939690003345292281;city scrape;Charming Apt. with Inviting Atmosphere;LA SAIDIA;Entire rental unit;Entire home/apt;4;2;2;2;125
939690100193288394;city scrape;Beautiful Suite with Private Terrace;LA SAIDIA;Entire rental unit;Entire home/apt;4;1;1;2;173
939690255402434181;city scrape;Classy Studio Apartment with Unique Design;LA SAIDIA;Entire rental unit;Entire home/apt;2;1;0;0;160
939690388387836399;city scrape;Quality Apartment with Homely Decor;LA SAIDIA;Entire rental unit;Entire home/apt;4;1;1;2;186
939691426088858297;city scrape;Well Lit and Creatively Designed Apartment;LA SAIDIA;Entire rental unit;Entire home/apt;6;1;2;3;202
939702361197100367;city scrape;Serene Apartment with a Relaxing Atmosphere;LA SAIDIA;Entire rental unit;Entire home/apt;4;1;1;2;184
939706050556706198;city scrape;Loft in the center;EXTRAMURS;Entire rental unit;Entire home/apt;2;0;0;1;95
939718543082191742;city scrape;Amazing Apt. with a Fun and Friendly Atmosphere;LA SAIDIA;Entire rental unit;Entire home/apt;4;1;1;1;184
939718787580606006;city scrape;Loft 1 Room, elevator, balcony, air condition wifi;EXTRAMURS;Entire rental unit;Entire home/apt;3;1;1;2;118
939722447851038040;city scrape;Spacious Apartment with City View;LA SAIDIA;Entire rental unit;Entire home/apt;6;2;2;2;202
939727729706211005;city scrape;Spacious Penthouse with Massive Terrace;LA SAIDIA;Entire rental unit;Entire home/apt;8;2;3;3;252
939731494839191007;city scrape;Bright House with Warm and Friendly Vibes;LA SAIDIA;Entire rental unit;Entire home/apt;6;1;2;3;180
939745214936840469;city scrape;Beautifully Designed Studio with Natural Light;LA SAIDIA;Entire rental unit;Entire home/apt;2;1;1;0;169
939959591911171411;city scrape;Donde recargar pilas y desayunar antes de salir;CAMINS AL GRAU;Private room in rental unit;Private room;2;1.5;1;1;48
939974937531883871;city scrape;R15, Apart 1;RASCANYA;Entire rental unit;Entire home/apt;4;1;1;2;160
940229515859392691;city scrape;New and Bright 2-bedroom apartment in Cañamelar;POBLATS MARITIMS;Entire rental unit;Entire home/apt;6;1;2;2;100
940265544549516867;city scrape;Disfrutar;CAMINS AL GRAU;Private room in rental unit;Private room;2;1;1;1;55
940302486295163987;city scrape;GuestReady - Valencia City Loft Retreat;L'EIXAMPLE;Entire rental unit;Entire home/apt;4;2;1;2;106
940359146440063236;city scrape;Apartamento nuevo con tres habitaciones;JESUS;Entire rental unit;Entire home/apt;5;1;3;4;129
940413221503074159;city scrape;ApartUP Las Arenas Beach. Wifi + A/C;POBLATS MARITIMS;Entire vacation home;Entire home/apt;4;1;1;2;168
940432884313774620;city scrape;Chambre 2 rideaux bleus;QUATRE CARRERES;Private room in rental unit;Private room;1;1;1;1;40
940477570394498460;city scrape;Habitacion con encanto y baño privado en Valencia.;BENICALAP;Private room in home;Private room;2;2;1;2;28
940541764294460061;city scrape;Apartamento en Canyamelar;POBLATS MARITIMS;Entire rental unit;Entire home/apt;2;1;1;1;115
940570018850859249;city scrape;CasaEspiga;CAMINS AL GRAU;Entire home;Entire home/apt;5;2;3;3;160
940671142486826456;city scrape;cuarto privado en hogar feliz;L'EIXAMPLE;Private room in rental unit;Private room;2;1;1;1;50
940998779411914228;city scrape;NEW Penthouse Beach/Cabañal/2 beds.;POBLATS MARITIMS;Entire rental unit;Entire home/apt;4;3;2;2;97
941021201590879419;city scrape;Appartement à côté de la plage;LA SAIDIA;Entire rental unit;Entire home/apt;7;1;3;4;110
941025499067587662;city scrape;2 Beds Flat Historical Center;EXTRAMURS;Entire rental unit;Entire home/apt;4;2;2;3;120
941217656428783782;city scrape;Tranquilo;POBLATS MARITIMS;Private room in rental unit;Private room;1;1;1;1;25
941219163642336788;city scrape;Historyc Center Pretty Room;CIUTAT VELLA;Private room in rental unit;Private room;2;1;1;1;70
941235401554639201;city scrape;New and Bright 1-bedroom apartment in Cañamelar;POBLATS MARITIMS;Entire condo;Entire home/apt;4;1;1;2;70
941301320606031359;city scrape;Loft Valencia - PV4a*4;QUATRE CARRERES;Entire rental unit;Entire home/apt;4;1;2;2;137
941386295895636853;city scrape;loft soho cerca de ruzafa nº 1;QUATRE CARRERES;Entire rental unit;Entire home/apt;2;1;1;1;87
941884767723377232;city scrape;Mercado de Ruzafa;L'EIXAMPLE;Entire rental unit;Entire home/apt;3;1;2;2;66
942089866361582007;city scrape;Habitación en piso compartido;BENICALAP;Private room in rental unit;Private room;2;1;1;1;53
942090045485636411;city scrape;Habitación en Valencia;LA SAIDIA;Private room in rental unit;Private room;2;1;1;1;53
942152017477294463;city scrape;Hab amplia y cómoda! Cerca al centro y aeropuerto;L'OLIVERETA;Private room in rental unit;Private room;2;0.5;1;1;28
942622245132489433;city scrape;Apartamento loft en Valencia;BENICALAP;Entire rental unit;Entire home/apt;2;1;0;1;81
942866304190908551;city scrape;R15, Apart 5;RASCANYA;Entire rental unit;Entire home/apt;4;1;1;2;200
942950529761662726;city scrape;Baño y Traza Grande !La casa de Lili;EL PLA DEL REAL;Entire rental unit;Entire home/apt;5;1;2;3;99
942950889581012490;city scrape;Mirador 2 de Mercado Central con baño privado;CIUTAT VELLA;Private room in rental unit;Private room;2;1;1;2;65
942951134116790099;city scrape;Habitación en piso compartido.;L'OLIVERETA;Private room in rental unit;Private room;2;1;1;2;26
943197366340133341;city scrape;Descansa en un velero;POBLATS MARITIMS;Boat;Entire home/apt;8;1;4;4;150
943264105367680107;city scrape;Market Square Deluxe. WiFi + A/C + Pax;CIUTAT VELLA;Entire vacation home;Entire home/apt;4;1;2;2;140
943356356453260900;city scrape;Huerta Valencia 2 Ciudad Artes y Ciencias Mid-term;QUATRE CARRERES;Entire rental unit;Entire home/apt;4;1;0;2;126
943376006968548026;city scrape;Bright and cozy apartment;JESUS;Entire rental unit;Entire home/apt;3;1;2;2;93
943407658046118425;city scrape;Valencia Apartment loft duplex - Free parking;RASCANYA;Entire loft;Entire home/apt;2;1;1;1;106
943420056068452472;city scrape;Huerta Valencia 3 Ciudad Artes y Ciencias Mid-term;QUATRE CARRERES;Entire rental unit;Entire home/apt;4;1;0;2;128
943420764008171167;city scrape;Huerta Valencia 4 Ciudad Artes y Ciencias Mid-term;QUATRE CARRERES;Entire rental unit;Entire home/apt;4;1;0;2;128
943497733863444395;city scrape;Agradable y céntrico.;QUATRE CARRERES;Entire rental unit;Entire home/apt;2;1;1;2;112
943855286555884520;city scrape;Alojamiento entero-4 camas para4;BENIMACLET;Entire rental unit;Entire home/apt;4;1;3;4;124
943974872217675951;city scrape;Huerta Valencia 5 Ciudad Artes y Ciencias Mid-term;QUATRE CARRERES;Entire rental unit;Entire home/apt;4;1;0;2;128
944070762397259310;city scrape;The Blue House in Ruzafa - Monthly Rental;L'EIXAMPLE;Entire rental unit;Entire home/apt;3;1;2;2;130
944197955652905724;city scrape;Torrefiel apartamento con billar y dardos;RASCANYA;Entire rental unit;Entire home/apt;4;2;3;4;100
944338555901099747;city scrape;Tradicional piso rehabilitado en Centro histórico;CIUTAT VELLA;Entire rental unit;Entire home/apt;4;1;1;1;122
944368054359539755;city scrape;Tu Ático Ideal A 10min de Ciudad de La Ciencias;POBLATS MARITIMS;Entire rental unit;Entire home/apt;3;1;1;2;170
944873554447892593;city scrape;Mediterranean vibes at the beach;POBLATS MARITIMS;Entire rental unit;Entire home/apt;6;2;3;4;187
945064921770808342;city scrape;Big Flat at Beach terrace and balcony - Avarohomes;POBLATS MARITIMS;Entire rental unit;Entire home/apt;5;1;2;5;72
945069120587800038;city scrape;R15, Apart 4;RASCANYA;Entire rental unit;Entire home/apt;4;1;1;0;200
945355967938419939;city scrape;Nice loft next to Ruzafa;QUATRE CARRERES;Entire rental unit;Entire home/apt;2;1;1;1;109
945515292936995554;city scrape;Spacious apartment in Valencia;QUATRE CARRERES;Entire rental unit;Entire home/apt;4;1;2;2;100
945551940283145474;city scrape;Furgoneta camper económica;L'OLIVERETA;Camper/RV;Entire home/apt;2;0.5;1;1;55
945571225120981017;city scrape;Habitación privada, departamento amplio Valencia;CAMINS AL GRAU;Private room in rental unit;Private room;2;2;1;2;50
946267544945141778;city scrape;Habitacion con cama de 1.35m;ALGIROS;Private room in rental unit;Private room;2;1;1;1;36
946267949487900214;city scrape;Camera doppia i confortevoli nel centro di Città;EXTRAMURS;Private room in rental unit;Private room;2;1;1;1;923
946268231720865177;city scrape;5 minutos de la playa!;POBLATS MARITIMS;Entire rental unit;Entire home/apt;6;1;2;3;120
946304755931754806;city scrape;Suite Familiar en Valencia;CIUTAT VELLA;Entire rental unit;Entire home/apt;4;1;2;3;140
946357178837404991;city scrape;Privada y agradable, Cerca del aeropuerto y Centro;L'OLIVERETA;Private room in rental unit;Private room;1;1.5;1;1;25
946380995309390676;city scrape;Habitación Amplia CiudadCiencias;QUATRE CARRERES;Private room in rental unit;Private room;2;1;1;1;30
946819565841419784;city scrape;B.Habitación Doble Mercado Jesús;PATRAIX;Private room in rental unit;Private room;2;2;1;1;32
946836508470588992;city scrape;A.Habitación Doble Mercado Jesús;JESUS;Private room in rental unit;Private room;2;2;1;1;34
946838510445721628;city scrape;D.Habitación Doble Mercado Jesús;PATRAIX;Private room in rental unit;Private room;2;2;1;1;32
946840181075451890;city scrape;C.Habitación Doble Mercado Jesús;JESUS;Private room in rental unit;Private room;2;2;1;1;30
946867854128292887;city scrape;Luminoso apartamento con maravillosas vistas;QUATRE CARRERES;Entire condo;Entire home/apt;4;1;1;2;95
947012562425473299;city scrape;Loft Aparamento Bonito Valencia;L'OLIVERETA;Entire guest suite;Entire home/apt;4;1;0;2;90
947055308312161703;city scrape;Camera accogliente nel centro citta  habitación 2;EXTRAMURS;Private room in rental unit;Private room;2;1;1;1;44
947117557748324195;city scrape;Habitación en valencia;EL PLA DEL REAL;Private room in rental unit;Private room;2;0;1;1;55
947151203728956662;city scrape;Apartamento en Valencia, Alameda;CAMINS AL GRAU;Entire rental unit;Entire home/apt;6;2;3;4;225
947568622479507756;city scrape;Cabañal Planells House;POBLATS MARITIMS;Entire home;Entire home/apt;6;1;1;3;92
947603538940128045;city scrape;Almar Collection Belmar 3;EXTRAMURS;Entire rental unit;Entire home/apt;5;1.5;2;3;161
947611856441076502;city scrape;Almar Collection Belmar 4;PATRAIX;Entire rental unit;Entire home/apt;6;2;3;4;180
947634337419154919;city scrape;doble deluxe ruzafa;L'EIXAMPLE;Room in hotel;Private room;2;1;1;1;155
947635934727788852;city scrape;Anelsa Torres de Serranos 4;LA SAIDIA;Entire rental unit;Entire home/apt;4;1;1;2;119
947638976990655370;city scrape;habilitación grande  para chica;PATRAIX;Private room in rental unit;Private room;1;1;1;1;35
947748120927116740;city scrape;Bright and stylish in old town. Monthly rent;CIUTAT VELLA;Entire rental unit;Entire home/apt;2;1;1;1;109
947770909900779185;city scrape;El rincón de María Vicenta;POBLATS MARITIMS;Entire home;Entire home/apt;6;2;2;3;269
948198161326182623;city scrape;stanza doppia con bagno;CAMINS AL GRAU;Private room in rental unit;Private room;2;1;1;1;50
948238527260186354;city scrape;Da House Carmen;CIUTAT VELLA;Entire rental unit;Entire home/apt;2;1;1;1;84
948342784515962184;city scrape;doble standart ruzafa;L'EIXAMPLE;Room in hotel;Private room;2;1;1;1;146
948349290030294051;city scrape;Apartamento Centro Histórico;CIUTAT VELLA;Entire rental unit;Entire home/apt;6;2.5;3;5;268
948352088502555094;city scrape;Anelsa Torres de Serranos 3;LA SAIDIA;Entire rental unit;Entire home/apt;4;1;1;2;119
948370196562010652;city scrape;Salvador I;CIUTAT VELLA;Entire rental unit;Entire home/apt;1;1;0;1;93
948420285671931868;city scrape;Habitación con baño privado  para 3 personas;QUATRE CARRERES;Private room in rental unit;Private room;3;1;1;1;61
948425745588997078;city scrape;Habitación baño privado 5;QUATRE CARRERES;Private room in rental unit;Private room;2;1;1;1;53
948494413511335769;city scrape;Habitación Doble en piso compartido;L'OLIVERETA;Private room in rental unit;Private room;2;1.5;1;1;39
948700052038053301;city scrape;Beach Valencia Malvarrosa;POBLATS MARITIMS;Entire rental unit;Entire home/apt;6;1;2;6;106
949009481441384901;city scrape;Loft Apartment university area J;ALGIROS;Entire loft;Entire home/apt;2;1;1;1;79
949207627704520981;city scrape;Bonito Apartamento en Valencia! Cerca del centro!;LA SAIDIA;Entire rental unit;Entire home/apt;4;1.5;3;3;97
949300667149792291;city scrape;relax;CAMINS AL GRAU;Private room in rental unit;Private room;2;1.5;1;1;53
949329071162304750;city scrape;sencilla y acogedora habitación;CAMPANAR;Private room in rental unit;Private room;2;1.5;1;1;33
949332006415158500;city scrape;Double Bed Room City Centre;L'EIXAMPLE;Private room in rental unit;Private room;1;1.5;1;1;59
